Time (s),Pos X (m),Pos Y (m),Pos Z (m),Vel X (m/s),Vel Y (m/s),Vel Z (m/s),Acc X (m/s²),Acc Y (m/s²),Acc Z (m/s²)
4.999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
5.099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
5.1999999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
5.299999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
5.399999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
5.4999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
5.599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
5.699999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
5.799999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
5.899999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
5.999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
6.099999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
6.199999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
6.299999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
6.399999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
6.499999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
6.5999999999999925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
6.699999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
6.799999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
6.8999999999999915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
6.999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
7.099999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
7.19999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
7.29999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
7.39999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
7.499999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
7.599999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
7.699999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
7.799999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
7.899999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
7.999999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
8.099999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
8.199999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
8.299999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
8.399999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
8.499999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
8.599999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
8.699999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
8.799999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
8.899999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
8.999999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
9.099999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
9.199999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
9.299999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
9.399999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
9.499999999999982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
9.599999999999982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
9.699999999999982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
9.799999999999981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
9.89999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
9.99999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
10.09999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
10.19999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
10.29999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
10.399999999999979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
10.499999999999979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
10.599999999999978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
10.699999999999978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
10.799999999999978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
10.899999999999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
10.999999999999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
11.099999999999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
11.199999999999976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
11.299999999999976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
11.399999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
11.499999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
11.599999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
11.699999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
11.799999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
11.899999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
11.999999999999973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
12.099999999999973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
12.199999999999973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
12.299999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
12.399999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
12.499999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
12.599999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
12.69999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
12.79999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
12.89999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
12.99999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
13.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
13.199999999999969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
13.299999999999969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
13.399999999999968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
13.499999999999968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
13.599999999999968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
13.699999999999967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
13.799999999999967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
13.899999999999967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
13.999999999999966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
14.099999999999966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
14.199999999999966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
14.299999999999965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
14.399999999999965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
14.499999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
14.599999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
14.699999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
14.799999999999963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
14.899999999999963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
14.999999999999963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8
15.099999999999962,0.20961535670841205,0.0,1.8473568989257034,1.3974357113894136,0.0,12.315712659504689,13.974357113894134,0.0,123.15712659504688
15.199999999999962,0.560403149064372,0.0,4.939879801492461,2.8043971861695374,0.0,24.72205690361328,14.069614747801234,0.0,124.06344244108591
15.299999999999962,1.0533016644744229,0.0,9.286495916048931,4.220789164790184,0.0,37.218126398247556,14.163919786206465,0.0,124.96069494634274
15.399999999999961,1.6892383112488476,0.0,14.896028943257022,5.64650736675956,0.0,49.802928980803124,14.257182019693763,0.0,125.8480258255557
15.499999999999961,2.4691283708170486,0.0,21.777187204214247,7.081436186041193,0.0,62.47536473331587,14.349288192816324,0.0,126.72435752512745
15.59999999999996,3.393873513832465,0.0,29.938549522135105,8.525446348783175,0.0,75.23420369724435,14.440101627419821,0.0,127.58838963928487
15.69999999999996,4.464360056820609,0.0,39.38854863546511,9.978392402848684,0.0,88.0780619879482,14.529460540655089,0.0,128.43858290703844
15.79999999999996,5.681456938992273,0.0,50.13545194854433,11.440110015427324,0.0,101.00537608317751,14.617176125786402,0.0,129.27314095229312
15.89999999999996,7.046013398574559,0.0,62.18733942337385,12.910413069024347,0.0,114.01437519325596,14.703030535970237,0.0,130.08999110078446
15.99999999999996,8.558856327828368,0.0,75.55207841428825,14.389090551366834,0.0,127.10305167051465,14.786774823424862,0.0,130.88676477258693
16.09999999999996,10.220787286013234,0.0,90.23729524821441,15.875903238354717,0.0,140.26912944967933,14.868126869878814,0.0,131.66077779164667
16.19999999999996,12.032579149997456,0.0,106.25034335735558,17.370580172679723,0.0,153.51003054416756,14.94676934325007,0.0,132.40901094488228
16.29999999999996,13.994972383062166,0.0,123.59826777923338,18.872814944657968,0.0,166.82283966057454,15.02234771978244,0.0,133.1280911640697
16.399999999999963,16.10867090379216,0.0,142.2877658518097,20.382261786419274,0.0,180.20426703736686,15.094468417613077,0.0,133.81427376792328
16.499999999999964,18.374337538874897,0.0,162.325143949759,21.898531496024688,0.0,193.650609665451,15.162697096054123,0.0,134.46342628084136
16.599999999999966,20.79258904624262,0.0,183.71627013282864,23.421187214459728,0.0,207.15771110894806,15.226557184350384,0.0,135.0710144349708
16.699999999999967,23.36399069839963,0.0,206.4665226096405,24.949740085866623,0.0,220.72092021506168,15.285528714068954,0.0,135.6320910611363
16.79999999999997,26.08905042009129,0.0,230.58073396133733,26.48364483989996,0.0,234.3350490829995,15.339047540333356,0.0,136.14128867937805
16.89999999999997,28.96821247980907,0.0,256.0631311202624,28.022295344751836,0.0,247.99433075383382,15.386505048518766,0.0,136.59281670834326
16.99999999999997,32.00185074109965,0.0,282.9172711604552,29.565020190187848,0.0,261.69237718589625,15.427248454360122,0.0,136.9804643206242
17.099999999999973,35.19026148736061,0.0,311.1459730301417,31.111078371802314,0.0,275.4221381932089,15.460581816144673,0.0,137.2976100731269
17.199999999999974,38.533655842846834,0.0,340.7512454424283,32.65965516050895,0.0,289.1758621463135,15.485767887066322,0.0,137.53723953104534
17.299999999999976,42.03215182304335,0.0,371.7342112396506,34.20985825481309,0.0,302.9450593635867,15.502030943041467,0.0,137.6919721727323
17.399999999999977,45.68576594859308,0.0,404.0950276052265,35.76071358860257,0.0,316.72046222503485,15.508553337894792,0.0,137.75402861448123
17.49999999999998,49.49440436125511,0.0,437.83280153764485,37.31116061394771,0.0,330.4919802911338,15.504470253451451,0.0,137.71518066098992
17.59999999999998,53.45785456395147,0.0,472.9455112622604,38.860054889291646,0.0,344.248724927815,15.488942753439314,0.0,137.56744636681145
17.69999999999998,57.57633400325032,0.0,509.43522564497187,40.4098812250895,0.0,358.0143375273481,15.498263357978525,0.0,137.65612599533122
17.799999999999983,61.85005570635318,0.0,547.3039715042135,41.96143842904895,0.0,371.79641823739286,15.515572039594492,0.0,137.8208071004476
17.899999999999984,66.27912897345767,0.0,586.5527887618999,43.51430125704628,0.0,385.5909211303742,15.528628279973308,0.0,137.9450289298136
17.999999999999986,70.86362448062837,0.0,627.1823498558681,45.06807046682013,0.0,399.3940476699121,15.53769209773855,0.0,138.0312653953788
18.099999999999987,75.60357593776438,0.0,669.1929755143834,46.62236653651339,0.0,413.20218694673946,15.542960696932552,0.0,138.08139276827373
18.19999999999999,80.49898201146925,0.0,712.5846530510264,48.17682933687029,0.0,427.01191255986646,15.544628003568997,0.0,138.09725613126983
18.29999999999999,85.54980800526153,0.0,757.3570523508271,49.7311164042386,0.0,440.8199661852933,15.54287067368304,0.0,138.08053625426854
18.39999999999999,90.75598743936334,0.0,803.50954090095,51.28490169542492,0.0,454.62324572925036,15.537852911863212,0.0,138.03279543957024
18.499999999999993,96.11742356110089,0.0,851.0411981611948,52.837874710058685,0.0,468.4187969780487,15.529730146337608,0.0,137.9555124879834
18.599999999999994,101.6339908097922,0.0,899.9508295014717,54.38973989462822,0.0,482.20380792786267,15.518651845695345,0.0,137.8501094981395
18.699999999999996,107.30553625452521,0.0,950.2369798813476,55.940216263096204,0.0,495.97560517512653,15.504763684679817,0.0,137.71797247263882
18.799999999999997,113.13188101900859,0.0,1001.8979474065941,57.48903718425456,0.0,509.7316518933519,15.488209211583591,0.0,137.5604671822537
18.9,119.11282170439236,0.0,1054.9317968664232,59.03595029730999,0.0,523.4695470299772,15.469131130554235,0.0,137.37895136625323
19.0,125.24813181838088,0.0,1109.3363733305878,60.580717525693466,0.0,537.1870254377569,15.447672283834809,0.0,137.17478407779728
19.1,131.53756321692586,0.0,1165.1093158661756,62.123115165531054,0.0,550.8819587165044,15.423976398375865,0.0,136.9493327874754
19.200000000000003,137.9808475631711,0.0,1222.24807141854,63.66293403014521,0.0,564.5523565879307,15.398188646141552,0.0,136.70397871426295
19.300000000000004,144.57769780702924,0.0,1280.7499088885336,65.19997963576942,0.0,578.1963686626008,15.37045605624212,0.0,136.44012074670025
19.400000000000006,151.3278096877363,0.0,1340.6119334283583,66.73407241663683,0.0,591.8122864863652,15.340927808674149,0.0,136.15917823764406
19.500000000000007,158.2308632608975,0.0,1401.8311009704375,68.2650479599537,0.0,605.3985457759834,15.309755433168752,0.0,135.8625928961818
19.60000000000001,165.2865244508712,0.0,1464.404232997361,69.79275725314253,0.0,618.9537287714846,15.277092931888166,0.0,135.55182995501187
19.70000000000001,172.18894856634387,0.0,1525.421411649583,69.28041318753196,0.0,613.0991006053076,-5.123440656105559,0.0,-58.54628166176957
19.80000000000001,179.04201440062505,0.0,1585.8709776257149,68.78057662438512,0.0,607.3634733759825,-4.998365631468465,0.0,-57.35627229325138
19.900000000000013,185.8469087084838,0.0,1645.764222143148,68.29282092718672,0.0,601.7427879082135,-4.877556971983985,0.0,-56.206854677689975
20.000000000000014,192.60477848082755,0.0,1705.1120580914005,67.81673879135384,0.0,596.2331689577547,-4.760821358328759,0.0,-55.09618950458682
20.100000000000016,199.31673271382112,0.0,1763.9250368641635,67.35194115040854,0.0,590.8309148043381,-4.647976409453082,0.0,-54.022541534165526
20.200000000000017,205.98384407971304,0.0,1822.213364256149,66.89805615608223,0.0,585.532487548015,-4.5388499432629805,0.0,-52.9842725632315
20.30000000000002,212.60715050589258,0.0,1879.9869154868156,66.45472822655775,0.0,580.3345040537831,-4.433279295244886,0.0,-51.9798349423189
20.40000000000002,219.18765666820013,0.0,1937.2552494082674,66.02161715756966,0.0,575.2337274942726,-4.331110689880835,0.0,-51.00776559510568
20.50000000000002,225.72633540405388,0.0,1994.0276219502555,65.59839729154831,0.0,570.2270594446782,-4.232198660213571,0.0,-50.06668049594445
20.600000000000023,232.22412905053807,0.0,2050.312998851238,65.1847567404107,0.0,565.3115324881095,-4.136405511376026,0.0,-49.15526956568645
20.700000000000024,238.68195071221456,0.0,2106.120067720801,64.7803966579801,0.0,560.4843032931253,-4.043600824305939,0.0,-48.27229194984157
20.800000000000026,245.10068546306914,0.0,2161.457249475415,64.3850305583572,0.0,555.7426461284686,-3.9536609962289866,0.0,-47.41657164656732
20.900000000000027,251.48119148668258,0.0,2216.332709186436,63.998383676875385,0.0,551.083946782962,-3.8664688148181288,0.0,-46.58699345506572
21.00000000000003,257.8243011584217,0.0,2270.7543663764664,63.62019237055265,0.0,546.505696861189,-3.7819130632273152,0.0,-45.78249921773002
21.10000000000003,264.13082207317507,0.0,2324.7299047976076,63.25020355520685,0.0,542.005488428003,-3.6998881534580135,0.0,-45.00208433186016
21.20000000000003,270.4015380219095,0.0,2378.266781722773,62.888174176631786,0.0,537.5810089771041,-3.6202937857506505,0.0,-44.2447945089889
21.300000000000033,276.63720992009416,0.0,2431.3722367790556,62.53387071344147,0.0,533.2300367009183,-3.5430346319031067,0.0,-43.50972276185851
21.400000000000034,282.8385766908292,0.0,2484.053300350134,62.187068709380746,0.0,528.9504360408297,-3.4680200406072985,0.0,-42.79600660088565
21.500000000000036,289.0063561053213,0.0,2536.3168015728634,61.84755233307425,0.0,524.7401534984726,-3.395163763065013,0.0,-42.10282542357035
21.600000000000037,295.1412455831692,0.0,2588.169375951484,61.51511396334449,0.0,520.5972136902961,-3.3243836972976117,0.0,-41.429398081765456
21.70000000000004,301.24392295475815,0.0,2639.617472611318,61.18955379837421,0.0,516.5197156289921,-3.2556016497027573,0.0,-40.77498061304032
21.80000000000004,307.3150471879075,0.0,2690.667361212364,60.870679487120576,0.0,512.5058292166358,-3.1887431125363728,0.0,-40.13886412356315
21.90000000000004,313.3552590807779,0.0,2741.3251385418625,60.55830578150944,0.0,508.5537919355354,-3.123737056111361,0.0,-39.52037281100384
22.000000000000043,319.36518192290976,0.0,2791.596734803662,60.25225420804873,0.0,504.661905723842,-3.060515734607031,0.0,-38.91886211693406
22.100000000000044,325.34542212614747,0.0,2841.48791962106,59.95235275760111,0.0,500.8285340239334,-2.9990145044761776,0.0,-38.3337169990861
22.200000000000045,331.29656982708974,0.0,2891.0043077687337,59.65843559214901,0.0,497.0520989924701,-2.9391716545209787,0.0,-37.764350314632985
22.300000000000047,337.2191994626029,0.0,2940.151364648385,59.37034276747046,0.0,493.33107886183194,-2.880928246785525,0.0,-37.21020130638199
22.40000000000005,343.1138703198377,0.0,2988.934411521802,59.08791997072223,0.0,489.6640054433884,-2.82422796748232,0.0,-36.670734184435084
22.50000000000005,348.98112706210145,0.0,3037.3586305141935,58.81101827199888,0.0,486.04946176374114,-2.7690169872334653,0.0,-36.145436796472595
22.60000000000005,354.82150023185187,0.0,3085.429069399862,58.539493889002394,0.0,482.4860798257046,-2.7152438299648716,0.0,-35.63381938036497
22.700000000000053,360.63550673200444,0.0,3133.1506461815325,58.27320796401795,0.0,478.97253848637286,-2.6628592498444354,0.0,-35.13541339331771
22.800000000000054,366.4236502866707,0.0,3180.5281534739865,58.01202635244764,0.0,475.5075614451518,-2.611816115703054,0.0,-34.64977041221084
22.900000000000055,372.18642188237914,0.0,3227.5662627019988,57.755819422205526,0.0,472.08991533513074,-2.562069302421138,0.0,-34.17646110021053
23.000000000000057,377.92430019076767,0.0,3274.2695281219853,57.50446186332519,0.0,468.7184079116195,-2.513575588803329,0.0,-33.715074235112
23.10000000000006,383.63775197367767,0.0,3320.642390676219,57.257832507175124,0.0,465.39188633209756,-2.4662935615006543,0.0,-33.265215795219845
23.20000000000006,389.3272324715266,0.0,3366.689181687945,57.01581415471783,0.0,462.1092355222084,-2.4201835245729186,0.0,-32.82650809889171
23.30000000000006,394.9931857757837,0.0,3412.4141264052537,56.77829341328635,0.0,458.8693766227921,-2.3752074143147874,0.0,-32.39858899416255
23.400000000000063,400.63604518632735,0.0,3457.821347401106,56.545160541386636,0.0,455.6712655132786,-2.331328718997138,0.0,-31.981111095134644
23.500000000000064,406.256233554418,0.0,3502.9148678365027,56.316309301066525,0.0,452.5138914070722,-2.2885124032011035,0.0,-31.573741062064084
23.600000000000065,411.8541636119779,0.0,3547.6986145933756,56.091636817421936,0.0,449.3962755148422,-2.246724836445885,0.0,-31.17615892229978
23.700000000000067,417.4302382878326,0.0,3592.176421283418,55.87104344483861,0.0,446.3174697718984,-2.205933725833204,0.0,-30.788057429438226
23.800000000000068,422.9848510115297,0.0,3636.352031138734,55.65443263959348,0.0,443.27655562607356,-2.166108052451332,0.0,-30.409141458248268
23.90000000000007,428.51838600531954,0.0,3680.2290997898453,55.441710838463486,0.0,440.2726428827641,-2.127218011299968,0.0,-30.039127433094475
24.00000000000007,434.0312185648482,0.0,3723.8111979363057,55.232787343012056,0.0,437.3048686039891,-2.0892349545142825,0.0,-29.677742787750027
24.100000000000072,439.52371532908415,0.0,3767.101813914885,55.02757420924385,0.0,434.3723960585253,-2.052131337682044,0.0,-29.324725454638283
24.200000000000074,444.9962345399726,0.0,3810.1043561700126,54.825986142337634,0.0,431.47441372035735,-2.0158806690621685,0.0,-28.979823381679537
24.300000000000075,450.44912629228344,0.0,3852.8221556309227,54.627940396185004,0.0,428.6101343128527,-1.9804574615263275,0.0,-28.642794075045984
24.400000000000077,455.8827327740961,0.0,3895.2584679997144,54.43335667747925,0.0,425.77879389622825,-1.9458371870575213,0.0,-28.313404166244542
24.500000000000078,461.2973884983393,0.0,3937.4164759543064,54.24215705411416,0.0,422.97965099602266,-1.911996233650916,0.0,-27.991429002055735
24.60000000000008,466.6934205257836,0.0,3979.2992912700693,54.05426586766689,0.0,420.2119857704271,-1.8789118644726746,0.0,-27.676652255955897
24.70000000000008,472.07114867986314,0.0,4020.9099568637157,53.86960964975267,0.0,417.4750992144528,-1.8465621791422446,0.0,-27.36886555974277
24.800000000000082,477.43088575368324,0.0,4062.2514487628487,53.68811704205141,0.0,414.76831239903584,-1.814926077012567,0.0,-27.06786815417001
24.900000000000084,482.77293770955345,0.0,4103.3266780043905,53.509718719818316,0.0,412.09096574328834,-1.7839832223309449,0.0,-26.77346655747501
25.000000000000085,488.0976038713677,0.0,4144.138492464958,53.33434731870121,0.0,409.4424183182125,-1.7537140111710678,0.0,-26.485474250758116
25.100000000000087,493.40517711013734,0.0,4184.689678626091,53.161937364697835,0.0,406.8220471802886,-1.7240995400337942,0.0,-26.20371137923904
